Variable,index0,index1,index2,I.val,P.val,index,Pgd.val,Ps.val,Q.val,Qgd.val,Qs.val,V.val
I,16.0,17.0,18.0,0.3092671611145548,,,,,,,,
I,16.0,17.0,19.0,0.052183993610740165,,,,,,,,
I,16.0,17.0,20.0,0.12412015807666946,,,,,,,,
I,16.0,17.0,21.0,0.14111948468994578,,,,,,,,
I,16.0,17.0,22.0,0.12412015807580314,,,,,,,,
I,16.0,17.0,23.0,0.1139201650024152,,,,,,,,
I,16.0,17.0,24.0,0.09263165880130038,,,,,,,,
I,17.0,18.0,1.0,0.03344854510651863,,,,,,,,
I,17.0,18.0,2.0,0.03851012645501646,,,,,,,,
I,17.0,18.0,3.0,0.03849641283453079,,,,,,,,
I,17.0,18.0,4.0,0.03441230606644087,,,,,,,,
I,17.0,18.0,5.0,0.034374796465782044,,,,,,,,
I,17.0,18.0,6.0,0.09706293647839029,,,,,,,,
I,17.0,18.0,7.0,0.35068117872674787,,,,,,,,
I,17.0,18.0,8.0,0.5739184224991676,,,,,,,,
I,17.0,18.0,9.0,0.8046875155923718,,,,,,,,
I,17.0,18.0,10.0,0.9799718371301699,,,,,,,,
I,17.0,18.0,11.0,1.0901480963333217,,,,,,,,
I,17.0,18.0,12.0,1.1245290914834665,,,,,,,,
I,17.0,18.0,13.0,1.1018059703895269,,,,,,,,
I,17.0,18.0,14.0,1.0455506547286237,,,,,,,,
I,17.0,18.0,15.0,0.9714253890809436,,,,,,,,
I,17.0,18.0,16.0,0.8024141577477162,,,,,,,,
I,17.0,18.0,17.0,0.5775026362347772,,,,,,,,
I,17.0,18.0,18.0,0.33752759136528,,,,,,,,
I,17.0,18.0,19.0,0.07812440747111343,,,,,,,,
I,17.0,18.0,20.0,0.0756806975892358,,,,,,,,
I,17.0,18.0,21.0,0.08604791643708798,,,,,,,,
I,17.0,18.0,22.0,0.07568069758923579,,,,,,,,
I,17.0,18.0,23.0,0.06946036628052386,,,,,,,,
I,17.0,18.0,24.0,0.056478365546577064,,,,,,,,
I,19.0,20.0,1.0,0.08390361776664813,,,,,,,,
I,19.0,20.0,2.0,0.07994576855012965,,,,,,,,
I,19.0,20.0,3.0,0.07698208389453001,,,,,,,,
I,19.0,20.0,4.0,0.075992585432739,,,,,,,,
I,19.0,20.0,5.0,0.07598751007217559,,,,,,,,
I,19.0,20.0,6.0,0.11953913889862627,,,,,,,,
I,19.0,20.0,7.0,0.1740900666540955,,,,,,,,
I,19.0,20.0,8.0,0.12346453987199937,,,,,,,,
I,19.0,20.0,9.0,0.12739551688809136,,,,,,,,
I,19.0,20.0,10.0,0.11746010889586148,,,,,,,,
I,19.0,20.0,11.0,0.12734673470421798,,,,,,,,
I,19.0,20.0,12.0,0.15511802176758255,,,,,,,,
I,19.0,20.0,13.0,0.13232064974557378,,,,,,,,
I,19.0,20.0,14.0,0.12439350621128191,,,,,,,,
I,19.0,20.0,15.0,0.11944851081315952,,,,,,,,
I,19.0,20.0,16.0,0.1224447687125828,,,,,,,,
I,19.0,20.0,17.0,0.14821673439504748,,,,,,,,
I,19.0,20.0,18.0,0.12741275079068717,,,,,,,,
I,19.0,20.0,19.0,0.21165341883065059,,,,,,,,
I,19.0,20.0,20.0,0.2533888347047685,,,,,,,,
I,19.0,20.0,21.0,0.2776147642144072,,,,,,,,
I,19.0,20.0,22.0,0.23882719357000226,,,,,,,,
I,19.0,20.0,23.0,0.1966067920810677,,,,,,,,
I,19.0,20.0,24.0,0.11558687014145112,,,,,,,,
I,20.0,21.0,1.0,0.055283060538049114,,,,,,,,
I,20.0,21.0,2.0,0.04935405195655013,,,,,,,,
I,20.0,21.0,3.0,0.05132592182995469,,,,,,,,
I,20.0,21.0,4.0,0.049350242597967664,,,,,,,,
I,20.0,21.0,5.0,0.04539941870534745,,,,,,,,
I,20.0,21.0,6.0,0.08694820706472471,,,,,,,,
I,20.0,21.0,7.0,0.1365232511521597,,,,,,,,
I,20.0,21.0,8.0,0.08693058635844782,,,,,,,,
I,20.0,21.0,9.0,0.08691786386181877,,,,,,,,
I,20.0,21.0,10.0,0.07107859306945194,,,,,,,,
I,20.0,21.0,11.0,0.07503791675011921,,,,,,,,
I,20.0,21.0,12.0,0.10079569427506713,,,,,,,,
I,20.0,21.0,13.0,0.07901038435342798,,,,,,,,
I,20.0,21.0,14.0,0.07504253227387958,,,,,,,,
I,20.0,21.0,15.0,0.07306185159259962,,,,,,,,
I,20.0,21.0,16.0,0.08098300573038303,,,,,,,,
I,20.0,21.0,17.0,0.09685173230934827,,,,,,,,
I,20.0,21.0,18.0,0.06717432917041069,,,,,,,,
I,20.0,21.0,19.0,0.120694620462631,,,,,,,,
I,20.0,21.0,20.0,0.1567229524015505,,,,,,,,
I,20.0,21.0,21.0,0.1915154358535952,,,,,,,,
I,20.0,21.0,22.0,0.16635129889364075,,,,,,,,
I,20.0,21.0,23.0,0.13501299177920206,,,,,,,,
I,20.0,21.0,24.0,0.07114043876928133,,,,,,,,
I,21.0,22.0,1.0,0.027643987777319277,,,,,,,,
I,21.0,22.0,2.0,0.024678984368252246,,,,,,,,
I,21.0,22.0,3.0,0.025665078835589387,,,,,,,,
I,21.0,22.0,4.0,0.02467707923549008,,,,,,,,
I,21.0,22.0,5.0,0.022701366227697556,,,,,,,,
I,21.0,22.0,6.0,0.043480186910127165,,,,,,,,
I,21.0,22.0,7.0,0.06827664373831113,,,,,,,,
I,21.0,22.0,8.0,0.043471367617187465,,,,,,,,
I,21.0,22.0,9.0,0.04346500107983734,,,,,,,,
I,21.0,22.0,10.0,0.03554334803067199,,,,,,,,
I,21.0,22.0,11.0,0.0375234744469936,,,,,,,,
I,21.0,22.0,12.0,0.05040601263153929,,,,,,,,
I,21.0,22.0,13.0,0.03951020153340961,,,,,,,,
I,21.0,22.0,14.0,0.03752578343679997,,,,,,,,
I,21.0,22.0,15.0,0.0365352077075824,,,,,,,,
I,21.0,22.0,16.0,0.04049676964748493,,,,,,,,
I,21.0,22.0,17.0,0.04843341131118065,,,,,,,,
I,21.0,22.0,18.0,0.03359079160245658,,,,,,,,
I,21.0,22.0,19.0,0.06035904917553695,,,,,,,,
I,21.0,22.0,20.0,0.07838083550326361,,,,,,,,
I,21.0,22.0,21.0,0.09578633472506688,,,,,,,,
I,21.0,22.0,22.0,0.08319745497512329,,,,,,,,
I,21.0,22.0,23.0,0.06752102484386643,,,,,,,,
I,21.0,22.0,24.0,0.03557429262577985,,,,,,,,
I,23.0,24.0,1.0,0.26267364354824374,,,,,,,,
I,23.0,24.0,2.0,0.23440927101558712,,,,,,,,
I,23.0,24.0,3.0,0.2437966759121311,,,,,,,,
I,23.0,24.0,4.0,0.2343683003034726,,,,,,,,
I,23.0,24.0,5.0,0.21552859536799593,,,,,,,,
I,23.0,24.0,6.0,0.4140305973850239,,,,,,,,
I,23.0,24.0,7.0,0.6520843569767153,,,,,,,,
I,23.0,24.0,8.0,0.4132368056734431,,,,,,,,
I,23.0,24.0,9.0,0.41274486703347113,,,,,,,,
I,23.0,24.0,10.0,0.3367946446449164,,,,,,,,
I,23.0,24.0,11.0,0.3555295927474521,,,,,,,,
I,23.0,24.0,12.0,0.47888395664681577,,,,,,,,
I,23.0,24.0,13.0,0.37477097167057777,,,,,,,,
I,23.0,24.0,14.0,0.3557371786658216,,,,,,,,
I,23.0,24.0,15.0,0.34634963273195235,,,,,,,,
I,23.0,24.0,16.0,0.38444127346392076,,,,,,,,
I,23.0,24.0,17.0,0.46073135711029584,,,,,,,,
I,23.0,24.0,18.0,0.3191637776782146,,,,,,,,
I,23.0,24.0,19.0,0.5771970893041467,,,,,,,,
I,23.0,24.0,20.0,0.7523137183667622,,,,,,,,
I,23.0,24.0,21.0,0.9221335405831192,,,,,,,,
I,23.0,24.0,22.0,0.7990466489221495,,,,,,,,
I,23.0,24.0,23.0,0.646588457113494,,,,,,,,
I,23.0,24.0,24.0,0.3387320481635844,,,,,,,,
I,24.0,25.0,1.0,0.13139733887175262,,,,,,,,
I,24.0,25.0,2.0,0.11725280229781698,,,,,,,,
I,24.0,25.0,3.0,0.12195044315426161,,,,,,,,
I,24.0,25.0,4.0,0.1172322916825512,,,,,,,,
I,24.0,25.0,5.0,0.10780499208368208,,,,,,,,
I,24.0,25.0,6.0,0.2071661525259808,,,,,,,,
I,24.0,25.0,7.0,0.32641816472222385,,,,,,,,
I,24.0,25.0,8.0,0.20676839021806648,,,,,,,,
I,24.0,25.0,9.0,0.20652188559948392,,,,,,,,
I,24.0,25.0,10.0,0.1684965515597503,,,,,,,,
I,24.0,25.0,11.0,0.17787538376789414,,,,,,,,
I,24.0,25.0,12.0,0.23964339010868355,,,,,,,,
I,24.0,25.0,13.0,0.1875085455655748,,,,,,,,
I,24.0,25.0,14.0,0.1779793706354455,,,,,,,,
I,24.0,25.0,15.0,0.17327981824375804,,,,,,,,
I,24.0,25.0,16.0,0.192350232984316,,,,,,,,
I,24.0,25.0,17.0,0.23055235823652157,,,,,,,,
I,24.0,25.0,18.0,0.15967130066641527,,,,,,,,
I,24.0,25.0,19.0,0.2888934556948836,,,,,,,,
I,24.0,25.0,20.0,0.376648778235199,,,,,,,,
I,24.0,25.0,21.0,0.4618007694007721,,,,,,,,
I,24.0,25.0,22.0,0.4000785095694804,,,,,,,,
I,24.0,25.0,23.0,0.3236607803992777,,,,,,,,
I,24.0,25.0,24.0,0.16946697636884675,,,,,,,,
I,26.0,27.0,1.0,0.4027512884052896,,,,,,,,
I,26.0,27.0,2.0,0.3801605522141762,,,,,,,,
I,26.0,27.0,3.0,0.38167319871568617,,,,,,,,
I,26.0,27.0,4.0,0.37569030687382454,,,,,,,,
I,26.0,27.0,5.0,0.34789849476601387,,,,,,,,
I,26.0,27.0,6.0,0.5213464163222,,,,,,,,
I,26.0,27.0,7.0,0.6884342665234501,,,,,,,,
I,26.0,27.0,8.0,0.45737490015466503,,,,,,,,
I,26.0,27.0,9.0,0.4366521119345554,,,,,,,,
I,26.0,27.0,10.0,0.39791225803681834,,,,,,,,
I,26.0,27.0,11.0,0.43183204032115924,,,,,,,,
I,26.0,27.0,12.0,0.5330771225338714,,,,,,,,
I,26.0,27.0,13.0,0.46401281783187737,,,,,,,,
I,26.0,27.0,14.0,0.42885246719659653,,,,,,,,
I,26.0,27.0,15.0,0.407928235114117,,,,,,,,
I,26.0,27.0,16.0,0.42541350095437097,,,,,,,,
I,26.0,27.0,17.0,0.4809588613173896,,,,,,,,
I,26.0,27.0,18.0,0.4083560656045025,,,,,,,,
I,26.0,27.0,19.0,0.804390533737689,,,,,,,,
I,26.0,27.0,20.0,1.0586836128830777,,,,,,,,
I,26.0,27.0,21.0,1.268778764023387,,,,,,,,
I,26.0,27.0,22.0,1.1043802323888496,,,,,,,,
I,26.0,27.0,23.0,0.8924050930292557,,,,,,,,
I,26.0,27.0,24.0,0.5496237288278324,,,,,,,,
I,27.0,28.0,1.0,0.3856779268066012,,,,,,,,
I,27.0,28.0,2.0,0.364800852529788,,,,,,,,
I,27.0,28.0,3.0,0.36578108939559806,,,,,,,,
I,27.0,28.0,4.0,0.36036130217209134,,,,,,,,
I,27.0,28.0,5.0,0.33379079671964657,,,,,,,,
I,27.0,28.0,6.0,0.49627550824830247,,,,,,,,
I,27.0,28.0,7.0,0.653727488852309,,,,,,,,
I,27.0,28.0,8.0,0.43988821662813943,,,,,,,,
I,27.0,28.0,9.0,0.4265203159587946,,,,,,,,
I,27.0,28.0,10.0,0.39746710785321576,,,,,,,,
I,27.0,28.0,11.0,0.43332956723544064,,,,,,,,
I,27.0,28.0,12.0,0.525781869577862,,,,,,,,
I,27.0,28.0,13.0,0.4599147709638717,,,,,,,,
I,27.0,28.0,14.0,0.4272413796196416,,,,,,,,
I,27.0,28.0,15.0,0.40542466444068687,,,,,,,,
I,27.0,28.0,16.0,0.41543180243069805,,,,,,,,
I,27.0,28.0,17.0,0.4620824159201276,,,,,,,,
I,27.0,28.0,18.0,0.3912643292108068,,,,,,,,
I,27.0,28.0,19.0,0.7679793794927718,,,,,,,,
I,27.0,28.0,20.0,1.010065891710992,,,,,,,,
I,27.0,28.0,21.0,1.209354321941104,,,,,,,,
I,27.0,28.0,22.0,1.0529565228824707,,,,,,,,
I,27.0,28.0,23.0,0.8508900170662036,,,,,,,,
I,27.0,28.0,24.0,0.5273632255027376,,,,,,,,
I,28.0,29.0,1.0,0.3685986588950404,,,,,,,,
I,28.0,29.0,2.0,0.3492641752236963,,,,,,,,
I,28.0,29.0,3.0,0.3509201330792808,,,,,,,,
I,28.0,29.0,4.0,0.3448659691280374,,,,,,,,
I,28.0,29.0,5.0,0.320006864425706,,,,,,,,
I,28.0,29.0,6.0,0.4749915587812036,,,,,,,,
I,28.0,29.0,7.0,0.6343468532740392,,,,,,,,
I,28.0,29.0,8.0,0.4283082100770077,,,,,,,,
I,28.0,29.0,9.0,0.42137494201755266,,,,,,,,
I,28.0,29.0,10.0,0.4009437287802068,,,,,,,,
I,28.0,29.0,11.0,0.43835926401699465,,,,,,,,
I,28.0,29.0,12.0,0.5233318077983252,,,,,,,,
I,28.0,29.0,13.0,0.45940099796469125,,,,,,,,
I,28.0,29.0,14.0,0.4289485914614132,,,,,,,,
I,28.0,29.0,15.0,0.4063035599858888,,,,,,,,
I,28.0,29.0,16.0,0.40855308504894156,,,,,,,,
I,28.0,29.0,17.0,0.4477994715627483,,,,,,,,
I,28.0,29.0,18.0,0.3686407051376381,,,,,,,,
I,28.0,29.0,19.0,0.7256159407045811,,,,,,,,
I,28.0,29.0,20.0,0.9592194110864425,,,,,,,,
I,28.0,29.0,21.0,1.1551102586425035,,,,,,,,
I,28.0,29.0,22.0,0.9973801205860696,,,,,,,,
I,28.0,29.0,23.0,0.8150694596558503,,,,,,,,
I,28.0,29.0,24.0,0.5059043395669032,,,,,,,,
I,29.0,30.0,1.0,0.33075434922571073,,,,,,,,
I,29.0,30.0,2.0,0.31523589239871447,,,,,,,,
I,29.0,30.0,3.0,0.3156856906746067,,,,,,,,
I,29.0,30.0,4.0,0.3109065338102673,,,,,,,,
I,29.0,30.0,5.0,0.2887589366295907,,,,,,,,
I,29.0,30.0,6.0,0.4194042152828039,,,,,,,,
I,29.0,30.0,7.0,0.5580333486811754,,,,,,,,
I,29.0,30.0,8.0,0.390830881586417,,,,,,,,
I,29.0,30.0,9.0,0.4011708669889244,,,,,,,,
I,29.0,30.0,10.0,0.401766608032119,,,,,,,,
I,29.0,30.0,11.0,0.44262207901807227,,,,,,,,
I,29.0,30.0,12.0,0.5095542983962207,,,,,,,,
I,29.0,30.0,13.0,0.45279255528952284,,,,,,,,
I,29.0,30.0,14.0,0.4266240861837099,,,,,,,,
I,29.0,30.0,15.0,0.4024664931748856,,,,,,,,
I,29.0,30.0,16.0,0.38909661327421075,,,,,,,,
I,29.0,30.0,17.0,0.40853390346965807,,,,,,,,
I,29.0,30.0,18.0,0.33177692448738233,,,,,,,,
I,29.0,30.0,19.0,0.6447098765895156,,,,,,,,
I,29.0,30.0,20.0,0.8506334729529261,,,,,,,,
I,29.0,30.0,21.0,1.0218473705861264,,,,,,,,
I,29.0,30.0,22.0,0.8825710477053942,,,,,,,,
I,29.0,30.0,23.0,0.7223528147537107,,,,,,,,
I,29.0,30.0,24.0,0.4564432372637604,,,,,,,,
I,30.0,31.0,1.0,0.17703812010757342,,,,,,,,
I,30.0,31.0,2.0,0.17982821769313664,,,,,,,,
I,30.0,31.0,3.0,0.1739600926816987,,,,,,,,
I,30.0,31.0,4.0,0.17526540523101236,,,,,,,,
I,30.0,31.0,5.0,0.16439122204404097,,,,,,,,
I,30.0,31.0,6.0,0.15058213204303517,,,,,,,,
I,30.0,31.0,7.0,0.10781665404790307,,,,,,,,
I,30.0,31.0,8.0,0.13916983917535738,,,,,,,,
I,30.0,31.0,9.0,0.22915747465252234,,,,,,,,
I,30.0,31.0,10.0,0.3223122746342391,,,,,,,,
I,30.0,31.0,11.0,0.3704873428844412,,,,,,,,
I,30.0,31.0,12.0,0.34287387053054635,,,,,,,,
I,30.0,31.0,13.0,0.3290023712842998,,,,,,,,
I,30.0,31.0,14.0,0.32770779168600533,,,,,,,,
I,30.0,31.0,15.0,0.3017392229168816,,,,,,,,
I,30.0,31.0,16.0,0.2212273711026385,,,,,,,,
I,30.0,31.0,17.0,0.14657473854009828,,,,,,,,
I,30.0,31.0,18.0,0.11244671607285267,,,,,,,,
I,30.0,31.0,19.0,0.2778127727564354,,,,,,,,
I,30.0,31.0,20.0,0.3861149766657782,,,,,,,,
I,30.0,31.0,21.0,0.44629127232167526,,,,,,,,
I,30.0,31.0,22.0,0.38614776389712896,,,,,,,,
I,30.0,31.0,23.0,0.3260783538584153,,,,,,,,
I,30.0,31.0,24.0,0.2593208759936137,,,,,,,,
I,31.0,32.0,1.0,0.10071275137629901,,,,,,,,
I,31.0,32.0,2.0,0.11033929354681232,,,,,,,,
I,31.0,32.0,3.0,0.1095737555657733,,,,,,,,
I,31.0,32.0,4.0,0.10074229074809847,,,,,,,,
I,31.0,32.0,5.0,0.09841726184542261,,,,,,,,
I,31.0,32.0,6.0,0.06676970124477001,,,,,,,,
I,31.0,32.0,7.0,0.1019019475719536,,,,,,,,
I,31.0,32.0,8.0,0.18658491913703343,,,,,,,,
I,31.0,32.0,9.0,0.29529825681148125,,,,,,,,
I,31.0,32.0,10.0,0.3970170842529391,,,,,,,,
I,31.0,32.0,11.0,0.4516988257108756,,,,,,,,
I,31.0,32.0,12.0,0.4040395763063745,,,,,,,,
I,31.0,32.0,13.0,0.3944167177314928,,,,,,,,
I,31.0,32.0,14.0,0.4024381475783217,,,,,,,,
I,31.0,32.0,15.0,0.3739873323680878,,,,,,,,
I,31.0,32.0,16.0,0.2858645348959493,,,,,,,,
I,31.0,32.0,17.0,0.1870953982652456,,,,,,,,
I,31.0,32.0,18.0,0.08948815514217028,,,,,,,,
I,31.0,32.0,19.0,0.15473385090009578,,,,,,,,
I,31.0,32.0,20.0,0.24485681207818089,,,,,,,,
I,31.0,32.0,21.0,0.27413827206304964,,,,,,,,
I,31.0,32.0,22.0,0.2517251535553532,,,,,,,,
I,31.0,32.0,23.0,0.2104530229608188,,,,,,,,
I,31.0,32.0,24.0,0.15993764178462744,,,,,,,,
I,32.0,33.0,1.0,0.022184796009723506,,,,,,,,
I,32.0,33.0,2.0,0.019949918541205678,,,,,,,,
I,32.0,33.0,3.0,0.019205414220101313,,,,,,,,
I,32.0,33.0,4.0,0.019936441096107257,,,,,,,,
I,32.0,33.0,5.0,0.017698696379295338,,,,,,,,
I,32.0,33.0,6.0,0.04210237894861829,,,,,,,,
I,32.0,33.0,7.0,0.1661256093281279,,,,,,,,
I,32.0,33.0,8.0,0.2939328521990344,,,,,,,,
I,32.0,33.0,9.0,0.4166274750513567,,,,,,,,
I,32.0,33.0,10.0,0.5002034962655487,,,,,,,,
I,32.0,33.0,11.0,0.5633587378934797,,,,,,,,
I,32.0,33.0,12.0,0.5977676593117325,,,,,,,,
I,32.0,33.0,13.0,0.5769522824757806,,,,,,,,
I,32.0,33.0,14.0,0.5480021595967384,,,,,,,,
I,32.0,33.0,15.0,0.5038056086786353,,,,,,,,
I,32.0,33.0,16.0,0.41140268040769556,,,,,,,,
I,32.0,33.0,17.0,0.287847986720704,,,,,,,,
I,32.0,33.0,18.0,0.15969260940911098,,,,,,,,
I,32.0,33.0,19.0,0.03639289471724552,,,,,,,,
I,32.0,33.0,20.0,0.06840755535078813,,,,,,,,
I,32.0,33.0,21.0,0.07362396228728119,,,,,,,,
I,32.0,33.0,22.0,0.0752157918023272,,,,,,,,
I,32.0,33.0,23.0,0.048179230645830594,,,,,,,,
I,32.0,33.0,24.0,0.02764389752088664,,,,,,,,
P,1.0,2.0,1.0,,1.1627683058440947,,,,,,,
P,1.0,2.0,2.0,,1.1288935883435987,,,,,,,
P,1.0,2.0,3.0,,1.1105587004382456,,,,,,,
P,1.0,2.0,4.0,,1.0900796249613236,,,,,,,
P,1.0,2.0,5.0,,1.0460869875375842,,,,,,,
P,1.0,2.0,6.0,,1.3819266694100738,,,,,,,
P,1.0,2.0,7.0,,1.6065451553429586,,,,,,,
P,1.0,2.0,8.0,,0.8513388707489115,,,,,,,
P,1.0,2.0,9.0,,0.5135971131242012,,,,,,,
P,1.0,2.0,10.0,,0.06747538925314134,,,,,,,
P,1.0,2.0,11.0,,-0.0006592546924384535,,,,,,,
P,1.0,2.0,12.0,,0.46270906554082103,,,,,,,
P,1.0,2.0,13.0,,0.2758125312142126,,,,,,,
P,1.0,2.0,14.0,,0.153956516357707,,,,,,,
P,1.0,2.0,15.0,,0.1812788115315589,,,,,,,
P,1.0,2.0,16.0,,0.5034278639406364,,,,,,,
P,1.0,2.0,17.0,,0.9536653677209141,,,,,,,
P,1.0,2.0,18.0,,1.0564496605042044,,,,,,,
P,1.0,2.0,19.0,,2.3768306077231394,,,,,,,
P,1.0,2.0,20.0,,3.191084772692895,,,,,,,
P,1.0,2.0,21.0,,3.705134230515404,,,,,,,
P,1.0,2.0,22.0,,3.1676179014947277,,,,,,,
P,1.0,2.0,23.0,,2.5864576764240863,,,,,,,
P,1.0,2.0,24.0,,1.632848995029546,,,,,,,
P,2.0,3.0,1.0,,1.0082955576107153,,,,,,,
P,2.0,3.0,2.0,,0.9769464952830414,,,,,,,
P,2.0,3.0,3.0,,0.9640938262472086,,,,,,,
P,2.0,3.0,4.0,,0.9433008411361716,,,,,,,
P,2.0,3.0,5.0,,0.9041384302039231,,,,,,,
P,2.0,3.0,6.0,,1.1832137215388219,,,,,,,
P,2.0,3.0,7.0,,1.33880695523044,,,,,,,
P,2.0,3.0,8.0,,0.6163202251747338,,,,,,,
P,2.0,3.0,9.0,,0.27885413890986116,,,,,,,
P,2.0,3.0,10.0,,-0.14743891918493945,,,,,,,
P,2.0,3.0,11.0,,-0.23266539429150934,,,,,,,
P,2.0,3.0,12.0,,0.16746987728208224,,,,,,,
P,2.0,3.0,13.0,,0.0031176003962771898,,,,,,,
P,2.0,3.0,14.0,,-0.09251198058312045,,,,,,,
P,2.0,3.0,15.0,,-0.05055927235386245,,,,,,,
P,2.0,3.0,16.0,,0.26855511925068315,,,,,,,
P,2.0,3.0,17.0,,0.7161331508835662,,,,,,,
P,2.0,3.0,18.0,,0.8391370461809365,,,,,,,
P,2.0,3.0,19.0,,2.0377622533561652,,,,,,,
P,2.0,3.0,20.0,,2.7750128195071566,,,,,,,
P,2.0,3.0,21.0,,3.226338218805187,,,,,,,
P,2.0,3.0,22.0,,2.7685350855549182,,,,,,,
P,2.0,3.0,23.0,,2.2556179366903213,,,,,,,
P,2.0,3.0,24.0,,1.411645095218389,,,,,,,
P,2.0,19.0,1.0,,0.11707725780889894,,,,,,,
P,2.0,19.0,2.0,,0.10986890040251208,,,,,,,
P,2.0,19.0,3.0,,0.10446526235420267,,,,,,,
P,2.0,19.0,4.0,,0.10896311356646286,,,,,,,
P,2.0,19.0,5.0,,0.10446173588054715,,,,,,,
P,2.0,19.0,6.0,,0.15586178360135397,,,,,,,
P,2.0,19.0,7.0,,0.21995266814365874,,,,,,,
P,2.0,19.0,8.0,,0.1738707132487628,,,,,,,
P,2.0,19.0,9.0,,0.16937995429408537,,,,,,,
P,2.0,19.0,10.0,,0.16034795634467544,,,,,,,
P,2.0,19.0,11.0,,0.17297278635834384,,,,,,,
P,2.0,19.0,12.0,,0.19016298720040595,,,,,,,
P,2.0,19.0,13.0,,0.1738871473651877,,,,,,,
P,2.0,19.0,14.0,,0.16936581244799379,,,,,,,
P,2.0,19.0,15.0,,0.16305342396269046,,,,,,,
P,2.0,19.0,16.0,,0.16666469768400022,,,,,,,
P,2.0,19.0,17.0,,0.1784405007752002,,,,,,,
P,2.0,19.0,18.0,,0.16486886858288452,,,,,,,
P,2.0,19.0,19.0,,0.2578737548746716,,,,,,,
P,2.0,19.0,20.0,,0.31029250591665625,,,,,,,
P,2.0,19.0,21.0,,0.3518576005326344,,,,,,,
P,2.0,19.0,22.0,,0.293136628535076,,,,,,,
P,2.0,19.0,23.0,,0.24162951123365964,,,,,,,
P,2.0,19.0,24.0,,0.15764391577402637,,,,,,,
P,3.0,4.0,1.0,,0.7148406151213476,,,,,,,
P,3.0,4.0,2.0,,0.7026217895269173,,,,,,,
P,3.0,4.0,3.0,,0.6858881965674494,,,,,,,
P,3.0,4.0,4.0,,0.6762946235164123,,,,,,,
P,3.0,4.0,5.0,,0.6505391491973025,,,,,,,
P,3.0,4.0,6.0,,0.7473754130403133,,,,,,,
P,3.0,4.0,7.0,,0.6841105409182142,,,,,,,
P,3.0,4.0,8.0,,0.15898252484157843,,,,,,,
P,3.0,4.0,9.0,,-0.18668550954450772,,,,,,,
P,3.0,4.0,10.0,,-0.5419587630445294,,,,,,,
P,3.0,4.0,11.0,,-0.6536045400162517,,,,,,,
P,3.0,4.0,12.0,,-0.4054733307386734,,,,,,,
P,3.0,4.0,13.0,,-0.47076265061180256,,,,,,,
P,3.0,4.0,14.0,,-0.5267087857037018,,,,,,,
P,3.0,4.0,15.0,,-0.46610148389405737,,,,,,,
P,3.0,4.0,16.0,,-0.17510727821845562,,,,,,,
P,3.0,4.0,17.0,,0.20528805397191913,,,,,,,
P,3.0,4.0,18.0,,0.45283279854533076,,,,,,,
P,3.0,4.0,19.0,,1.3760001335684877,,,,,,,
P,3.0,4.0,20.0,,1.9203577508259184,,,,,,,
P,3.0,4.0,21.0,,2.205228233931284,,,,,,,
P,3.0,4.0,22.0,,1.8938801178529268,,,,,,,
P,3.0,4.0,23.0,,1.5462957675115658,,,,,,,
P,3.0,4.0,24.0,,1.014577220199407,,,,,,,
P,3.0,23.0,1.0,,0.2617833169892994,,,,,,,
P,3.0,23.0,2.0,,0.23828489296890365,,,,,,,
P,3.0,23.0,3.0,,0.2422163406665993,,,,,,,
P,3.0,23.0,4.0,,0.2346847584131862,,,,,,,
P,3.0,23.0,5.0,,0.22142538266604248,,,,,,,
P,3.0,23.0,6.0,,0.40050091010838956,,,,,,,
P,3.0,23.0,7.0,,0.616779387354553,,,,,,,
P,3.0,23.0,8.0,,0.40409630834443727,,,,,,,
P,3.0,23.0,9.0,,0.4076934609185679,,,,,,,
P,3.0,23.0,10.0,,0.3454946058269781,,,,,,,
P,3.0,23.0,11.0,,0.3677854797001284,,,,,,,
P,3.0,23.0,12.0,,0.47950666653337165,,,,,,,
P,3.0,23.0,13.0,,0.38558393181715256,,,,,,,
P,3.0,23.0,14.0,,0.3650865142842291,,,,,,,
P,3.0,23.0,15.0,,0.3539403376499191,,,,,,,
P,3.0,23.0,16.0,,0.3832353714093402,,,,,,,
P,3.0,23.0,17.0,,0.45988715199970737,,,,,,,
P,3.0,23.0,18.0,,0.34121358144819214,,,,,,,
P,3.0,23.0,19.0,,0.5975342364436744,,,,,,,
P,3.0,23.0,20.0,,0.7743659226493269,,,,,,,
P,3.0,23.0,21.0,,0.926959136448854,,,,,,,
P,3.0,23.0,22.0,,0.7943740906557029,,,,,,,
P,3.0,23.0,23.0,,0.6392293545021762,,,,,,,
P,3.0,23.0,24.0,,0.3437037762131842,,,,,,,
P,4.0,5.0,1.0,,0.6796036233669502,,,,,,,
P,4.0,5.0,2.0,,0.671057820328057,,,,,,,
P,4.0,5.0,3.0,,0.6531863797461134,,,,,,,
P,4.0,5.0,4.0,,0.6448422582799905,,,,,,,
P,4.0,5.0,5.0,,0.621602067823015,,,,,,,
P,4.0,5.0,6.0,,0.6924033492383951,,,,,,,
P,4.0,5.0,7.0,,0.5984157454362403,,,,,,,
P,4.0,5.0,8.0,,0.10491704666445915,,,,,,,
P,4.0,5.0,9.0,,-0.24093477680872796,,,,,,,
P,4.0,5.0,10.0,,-0.5870615988223694,,,,,,,
P,4.0,5.0,11.0,,-0.7016178432461518,,,,,,,
